,Address,Interruption,Planned,Reported On,Restoration Time,Impact
136,"SAINT NICHOLAS - Building 09  225 WEST 129TH STREET  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Planned,02/24/2020 10:00 AM,4 Hours,BuildingsUnitsPopulation  1110323
137,"SAINT NICHOLAS - Building 01  2406 F DOUGLASS BOULEVARD  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 6:03 AM,7 Hours,BuildingsUnitsPopulation  1110263
138,"SARATOGA VILLAGE - Building 01  33 SARATOGA AVENUE  BROOKLYN, NY 11233",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:40 AM,3 Hours,BuildingsUnitsPopulation  1125299
139,"SEDGWICK - Building 01  140 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:38 AM,7 Hours,BuildingsUnitsPopulation  1114222
140,"SEDGWICK - Building 02  150 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:37 PM,13 Hours,BuildingsUnitsPopulation  1112198
141,"SEDGWICK - Building 07  164 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:09 AM,28 Hours,BuildingsUnitsPopulation  1112214
142,"SEWARD PARK EXTENSION - Building 01  64 ESSEX STREET  NEW YORK, NY 10002",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 1:52 PM,2 Hours,BuildingsUnitsPopulation  1179404
143,"SOUTH BEACH - Building 01  150 LAMPORT BLVD.  STATEN ISLAND, NY 10305",Elevator NO SERVICE,Unplanned,02/24/2020 3:06 PM,7 Hours,BuildingsUnitsPopulation  12357
144,"SUMNER - Building 09  991 MYRTLE AVENUE  BROOKLYN, NY 11206",Elevator NO SERVICE,Unplanned,02/25/2020 8:01 AM,2 Hours,BuildingsUnitsPopulation  142101
145,"TAFT - Building 01  1694 MADISON AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:24 PM,19 Hours,BuildingsUnitsPopulation  1150282
146,"TAFT - Building 09  1695 MADISON AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 3:11 PM,5 Hours,BuildingsUnitsPopulation  1150351
147,"TAFT - Building 07  70 EAST 115TH STREET  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 3:24 PM,21 Hours,BuildingsUnitsPopulation  1186333
148,"TODT HILL - Building 05  235 WESTWOOD AVE  STATEN ISLAND, NY 10314",Elevator NO SERVICE,Unplanned,02/24/2020 8:41 PM,10 Hours,BuildingsUnitsPopulation  13574
149,"TOMPKINS - Building 08  77 TOMPKINS AVENUE  BROOKLYN, NY 11206",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 11:29 AM,1 Hours,BuildingsUnitsPopulation  1123346
150,"TWO BRIDGES URA (SITE 7) - Building 01  286 SOUTH STREET  NEW YORK, NY 10002",Elevator PARTIAL SERVICE,Unplanned,02/23/2020 8:27 PM,7 Hours,BuildingsUnitsPopulation  1250628
151,"VAN DYKE I - Building 07  419 BLAKE AVENUE  BROOKLYN, NY 11212",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 7:01 AM,3 Hours,BuildingsUnitsPopulation  1112245
152,"VLADECK - Building 05  326 MADISON STREET  NEW YORK, NY 10002",Elevator NO SERVICE,Unplanned,02/24/2020 12:13 PM,2 Hours,BuildingsUnitsPopulation  13654
153,"WAGNER - Building 12  20 PALADINO AVENUE  NEW YORK, NY 10035",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 7:08 AM,33 Hours,BuildingsUnitsPopulation  1125291
154,"WAGNER - Building 02  80 PALADINO AVENUE  NEW YORK, NY 10035",Elevator NO SERVICE,Unplanned,02/24/2020 4:21 PM,6 Hours,BuildingsUnitsPopulation  154115
155,"WASHINGTON - Building 07  1809 3RD AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 10:55 AM,3 Hours,BuildingsUnitsPopulation  1110279
156,"WASHINGTON - Building 02  219 EAST 97TH STREET  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 10:58 AM,4 Hours,BuildingsUnitsPopulation  1110226
157,"WHITMAN - Building 04  149 NORTH PORTLAND AVENUE  BROOKLYN, NY 11205",Elevator NO SERVICE,Unplanned,02/25/2020 1:18 PM,6 Hours,BuildingsUnitsPopulation  14285
158,"WHITMAN - Building 08  84 CARLTON AVENUE  BROOKLYN, NY 11205",Elevator NO SERVICE,Unplanned,02/24/2020 10:33 AM,17 Hours,BuildingsUnitsPopulation  14896
159,"WOODSIDE - Building 05  50-16 31ST AVENUE  QUEENS, NY 11377",Elevator NO SERVICE,Planned,02/24/2020 8:00 AM,6 Hours,BuildingsUnitsPopulation  12470
