,Address,Interruption,Planned,Reported On,Restoration Time,Impact
26,"DAVIDSON - Building 01  1150 UNION AVENUE  BRONX, NY 10459",Elevator NO SERVICE,Unplanned,02/25/2020 9:50 PM,2 Hours,BuildingsUnitsPopulation  15657
27,"DOUGLASS I - Building 09  875 COLUMBUS AVENUE  NEW YORK, NY 10025",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 3:20 PM,4 Hours,BuildingsUnitsPopulation  1173361
28,"DYCKMAN - Building 01  177 NAGLE AVENUE  NEW YORK, NY 10034",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:03 AM,6 Hours,BuildingsUnitsPopulation  1165298
29,"DYCKMAN - Building 04  3736 10TH AVENUE  NEW YORK, NY 10034",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:04 AM,7 Hours,BuildingsUnitsPopulation  1162331
30,"DYCKMAN - Building 06  3758 10TH AVENUE  NEW YORK, NY 10034",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:06 AM,15 Hours,BuildingsUnitsPopulation  1168315
31,"EAST RIVER - Building 07  427 EAST 102ND STREET  NEW YORK, NY 10029",Elevator NO SERVICE,Unplanned,02/25/2020 5:16 PM,4 Hours,BuildingsUnitsPopulation  13057
32,"EAST RIVER - Building 07  433 EAST 102ND STREET  NEW YORK, NY 10029",Elevator NO SERVICE,Unplanned,02/25/2020 8:13 AM,2 Hours,BuildingsUnitsPopulation  13056
33,"EAST RIVER - Building 05  440 EAST 105TH STREET  NEW YORK, NY 10029",Elevator NO SERVICE,Unplanned,02/25/2020 10:30 PM,5 Hours,BuildingsUnitsPopulation  180147
34,"FARRAGUT - Building 05  191 SANDS STREET  BROOKLYN, NY 11201",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 1:07 AM,14 Hours,BuildingsUnitsPopulation  1140367
35,"FOREST - Building 03  735 EAST 165TH STREET  BRONX, NY 10456",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 4:00 PM,3 Hours,BuildingsUnitsPopulation  1111224
36,"FOREST - Building 11  965 TINTON AVENUE  BRONX, NY 10456",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 7:56 PM,3 Hours,BuildingsUnitsPopulation  1108218
37,"GARVEY (GROUP A) - Building 03  1400 EAST NEW YORK AVENUE  BROOKLYN, NY 11212",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:58 AM,3 Hours,BuildingsUnitsPopulation  1111324
38,"GLENWOOD - Building 05  5711 AVENUE H  BROOKLYN, NY 11234",Elevator NO SERVICE,Unplanned,02/25/2020 6:48 AM,5 Hours,BuildingsUnitsPopulation  13057
39,"GOWANUS - Building 09  218 BOND STREET  BROOKLYN, NY 11217",Elevator NO SERVICE,Unplanned,02/25/2020 11:22 AM,2 Hours,BuildingsUnitsPopulation  12955
40,"GRANT - Building 02  3150 BROADWAY  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 10:35 AM,29 Hours,BuildingsUnitsPopulation  1226490
41,"GRANT - Building 01  3170 BROADWAY  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 4:07 PM,17 Hours,BuildingsUnitsPopulation  1226500
42,"GRANT - Building 05  55 LA SALLE STREET  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 6:22 PM,19 Hours,BuildingsUnitsPopulation  1223488
43,"HAMMEL - Building 11  81-01 HAMMELS BLVD.  QUEENS, NY 11693",Elevator NO SERVICE,Unplanned,02/25/2020 9:23 AM,1 Hours,BuildingsUnitsPopulation  153130
44,"HIGHBRIDGE GARDENS - Building 03  1095 UNIVERSITY AVENUE  BRONX, NY 10452",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 12:21 PM,9 Hours,BuildingsUnitsPopulation  1116257
45,"HIGHBRIDGE GARDENS - Building 05  1145 UNIVERSITY AVENUE  BRONX, NY 10452",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 11:03 AM,7 Hours,BuildingsUnitsPopulation  1116270
46,"HYLAN - Building 01  131 MOORE STREET  BROOKLYN, NY 11206",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:02 PM,14 Hours,BuildingsUnitsPopulation  1209428
47,"INGERSOLL - Building 19  55 MONUMENT WALK  BROOKLYN, NY 11205",Elevator NO SERVICE,Unplanned,02/25/2020 12:24 PM,3 Hours,BuildingsUnitsPopulation  13075
48,"ISAACS - Building 03  1806 1ST AVENUE  NEW YORK, NY 10128",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 6:31 PM,13 Hours,BuildingsUnitsPopulation  1207410
49,"JACKSON - Building 02  300 EAST 158TH STREET  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:47 AM,5 Hours,BuildingsUnitsPopulation  1123317
50,"JEFFERSON - Building 03  330 EAST 115TH STREET  NEW YORK, NY 10029",Elevator NO SERVICE,Unplanned,02/25/2020 3:00 PM,4 Hours,BuildingsUnitsPopulation  12767
51,"JOHNSON - Building 05  1830 LEXINGTON AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 2:49 PM,20 Hours,BuildingsUnitsPopulation  194239
52,"JOHNSON - Building 08  2070 3RD AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 6:51 PM,5 Hours,BuildingsUnitsPopulation  1112237
53,"JUSTICE SONIA SOTOMAYOR HOUSES - Building 21  1791 BRUCKNER BOULEVARD  BRONX, NY 10472",Elevator NO SERVICE,Unplanned,02/25/2020 6:47 AM,4 Hours,BuildingsUnitsPopulation  154115
54,"KING TOWERS - Building 08  41 WEST 112TH STREET  NEW YORK, NY 10026",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 11:12 PM,11 Hours,BuildingsUnitsPopulation  1154302
55,"KINGSBOROUGH - Building 14  641 KINGSBOROUGH 6TH WALK  BROOKLYN, NY 11233",Elevator NO SERVICE,Unplanned,02/25/2020 1:47 PM,6 Hours,BuildingsUnitsPopulation  13656
56,"KINGSBOROUGH EXTENSION - Building 17  447 KINGSBOROUGH 4TH WALK  BROOKLYN, NY 11233",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 12:36 PM,11 Hours,BuildingsUnitsPopulation  1184199
57,"LA GUARDIA - Building 06  250 CLINTON STREET  NEW YORK, NY 10002",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 2:29 PM,1 Hours,BuildingsUnitsPopulation  1124276
58,"LAFAYETTE - Building 05  411 LAFAYETTE AVENUE  BROOKLYN, NY 11238",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:45 AM,4 Hours,BuildingsUnitsPopulation  1102285
59,"LAFAYETTE - Building 06  415 LAFAYETTE AVENUE  BROOKLYN, NY 11238",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 5:27 PM,18 Hours,BuildingsUnitsPopulation  1102258
60,"LAFAYETTE - Building 02  456 DEKALB AVENUE  BROOKLYN, NY 11205",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 10:12 AM,3 Hours,BuildingsUnitsPopulation  1154458
61,"LEHMAN - Building 03  1595 MADISON AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:00 AM,2 Hours,BuildingsUnitsPopulation  1154381
62,"LINCOLN - Building 02  1980 PARK AVENUE  NEW YORK, NY 10037",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 11:08 PM,6 Hours,BuildingsUnitsPopulation  1126261
63,"LONG ISLAND BAPTIST HOUSES - Building 04  340 WILLIAMS AVENUE  BROOKLYN, NY 11207",Elevator NO SERVICE,Unplanned,02/25/2020 6:14 PM,12 Hours,BuildingsUnitsPopulation  156117
64,"LONG ISLAND BAPTIST HOUSES - Building 03  428 SHEFFIELD AVENUE  BROOKLYN, NY 11207",Elevator NO SERVICE,Unplanned,02/25/2020 6:45 PM,9 Hours,BuildingsUnitsPopulation  173166
65,"MANHATTANVILLE - Building 03  1420 AMSTERDAM AVENUE  NEW YORK, NY 10027",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 1:04 PM,7 Hours,BuildingsUnitsPopulation  1215519
66,"MARCY - Building 24  125 NOSTRAND AVENUE  BROOKLYN, NY 11206",Elevator NO SERVICE,Unplanned,02/25/2020 2:49 AM,16 Hours,BuildingsUnitsPopulation  12470
67,"MARCY - Building 21  554 MARCY AVENUE  BROOKLYN, NY 11206",Elevator NO SERVICE,Unplanned,02/25/2020 2:07 PM,1 Hours,BuildingsUnitsPopulation  12458
68,"MARCY - Building 26  566 PARK AVENUE  BROOKLYN, NY 11206",Elevator NO SERVICE,Unplanned,02/25/2020 2:25 PM,2 Hours,BuildingsUnitsPopulation  12440
69,"MARLBORO - Building 11  2220 WEST 11TH STREET  BROOKLYN, NY 11223",Elevator NO SERVICE,Unplanned,02/24/2020 11:44 PM,4 Hours,BuildingsUnitsPopulation  156135
70,"MCKINLEY - Building 07  905 TINTON AVENUE  BRONX, NY 10456",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 10:25 AM,5 Hours,BuildingsUnitsPopulation  1124292
71,"MELROSE - Building 06  304 EAST 156TH STREET  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 7:51 PM,20 Hours,BuildingsUnitsPopulation  1136305
72,"MELROSE - Building 01  681 COURTLANDT AVENUE  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 6:46 AM,6 Hours,BuildingsUnitsPopulation  1109346
73,"MITCHEL - Building 08  225 WILLIS AVENUE  BRONX, NY 10454",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:36 AM,6 Hours,BuildingsUnitsPopulation  1183421
74,"MITCHEL - Building 02  300 EAST 138TH STREET  BRONX, NY 10454",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 6:53 AM,6 Hours,BuildingsUnitsPopulation  1173425
75,"MONROE - Building 05  800 SOUNDVIEW AVENUE  BRONX, NY 10473",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 4:57 PM,3 Hours,BuildingsUnitsPopulation  1110231
76,"MORRIS - Building 09  1372 WASHINGTON AVENUE  BRONX, NY 10456",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 10:10 PM,4 Hours,BuildingsUnitsPopulation  198206
77,"MORRIS II - Building 14  1480 WASHINGTON AVENUE  BRONX, NY 10456",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 5:20 PM,30 Hours,BuildingsUnitsPopulation  198236
78,"MOTT HAVEN - Building 03  353 EAST 141ST STREET  BRONX, NY 10454",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 3:33 PM,4 Hours,BuildingsUnitsPopulation  1130302
79,"MOTT HAVEN - Building 02  383 EAST 141ST STREET  BRONX, NY 10454",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:56 AM,4 Hours,BuildingsUnitsPopulation  1130316
80,"NOSTRAND - Building 02  3004 AVENUE V  BROOKLYN, NY 11229",Elevator NO SERVICE,Unplanned,02/24/2020 6:36 PM,6 Hours,BuildingsUnitsPopulation  13668
81,"O'DWYER GARDENS - Building 05  2935 WEST 33RD STREET  BROOKLYN, NY 11224",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 2:23 PM,5 Hours,BuildingsUnitsPopulation  193137
82,"O'DWYER GARDENS - Building 03  2950 WEST 33RD STREET  BROOKLYN, NY 11224",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:32 AM,2 Hours,BuildingsUnitsPopulation  193161
83,"PARK AVENUE-EAST 122ND (123RD STREET) - Building 01  120 EAST 123RD STREET  NEW YORK, NY 10035",Elevator NO SERVICE,Unplanned,02/25/2020 11:43 AM,3 Hours,BuildingsUnitsPopulation  148103
84,"PATTERSON - Building 15  2625 3RD AVENUE  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 1:02 AM,19 Hours,BuildingsUnitsPopulation  1104205
85,"PATTERSON - Building 10  328 EAST 145TH STREET  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:27 AM,9 Hours,BuildingsUnitsPopulation  1104233
86,"PATTERSON - Building 05  370 MORRIS AVENUE  BRONX, NY 10451",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:29 AM,5 Hours,BuildingsUnitsPopulation  1104233
87,"PENNSYLVANIA AVENUE-WORTMAN AVENUE - Building 01  875 PENNSYLVANIA AVENUE  BROOKLYN, NY 11207",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 3:46 PM,5 Hours,BuildingsUnitsPopulation  1207308
88,"POLO GROUNDS TOWERS - Building 04  2999 F DOUGLASS BOULEVARD  NEW YORK, NY 10039",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 7:51 PM,9 Hours,BuildingsUnitsPopulation  1180532
89,"POMONOK - Building 27  155-22 JEWEL AVENUE  QUEENS, NY 11367",Elevator NO SERVICE,Unplanned,02/25/2020 11:35 AM,8 Hours,BuildingsUnitsPopulation  12855
90,"PSA 6 - Building 01  2770 F DOUGLASS BOULEVARD  NEW YORK, NY 10039",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 8:44 AM,29 Hours,BuildingsUnitsPopulation  100
91,"QUEENSBRIDGE NORTH - Building 03  40-10 12TH STREET  QUEENS, NY 11101",Elevator NO SERVICE,Unplanned,02/25/2020 5:03 PM,10 Hours,BuildingsUnitsPopulation  13656
92,"QUEENSBRIDGE SOUTH - Building 16  41-11 10TH STREET  QUEENS, NY 11101",Elevator NO SERVICE,Unplanned,02/25/2020 10:00 AM,3 Hours,BuildingsUnitsPopulation  13660
93,"QUEENSBRIDGE SOUTH - Building 25  41-14 VERNON BLVD.  QUEENS, NY 11101",Elevator NO SERVICE,Unplanned,02/24/2020 4:20 PM,20 Hours,BuildingsUnitsPopulation  13665
94,"RAVENSWOOD - Building 07  21-15 35TH AVENUE  QUEENS, NY 11106",Elevator NO SERVICE,Unplanned,02/25/2020 2:48 PM,5 Hours,BuildingsUnitsPopulation  14893
95,"RAVENSWOOD - Building 25  35-06 21ST STREET  QUEENS, NY 11106",Elevator NO SERVICE,Unplanned,02/25/2020 3:51 PM,3 Hours,BuildingsUnitsPopulation  148104
96,"RAVENSWOOD - Building 12  35-06 24TH STREET  QUEENS, NY 11106",Elevator NO SERVICE,Unplanned,02/25/2020 3:10 PM,5 Hours,BuildingsUnitsPopulation  14886
97,"RED HOOK EAST - Building 06  791 HICKS STREET  BROOKLYN, NY 11231",Elevator NO SERVICE,Unplanned,02/25/2020 3:04 PM,3 Hours,BuildingsUnitsPopulation  13160
98,"REDFERN - Building 02  14-68 BEACH CHANNEL DRIVE  QUEENS, NY 11691",Elevator NO SERVICE,Unplanned,02/25/2020 4:23 PM,4 Hours,BuildingsUnitsPopulation  13682
99,"ROOSEVELT I - Building 04  109 LEWIS AVENUE  BROOKLYN, NY 11206",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 10:24 AM,5 Hours,BuildingsUnitsPopulation  1159180
100,"ROOSEVELT I - Building 06  128 LEWIS AVENUE  BROOKLYN, NY 11221",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 4:24 PM,21 Hours,BuildingsUnitsPopulation  1117307
101,"ROOSEVELT I - Building 02  927 DEKALB AVENUE  BROOKLYN, NY 11221",Elevator NO SERVICE,Unplanned,02/25/2020 6:33 PM,4 Hours,BuildingsUnitsPopulation  1116281
102,"SARATOGA VILLAGE - Building 01  33 SARATOGA AVENUE  BROOKLYN, NY 11233",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 9:40 AM,3 Hours,BuildingsUnitsPopulation  1125299
103,"SEDGWICK - Building 01  140 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 8:38 AM,7 Hours,BuildingsUnitsPopulation  1114222
104,"SEDGWICK - Building 02  150 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:37 PM,24 Hours,BuildingsUnitsPopulation  1112198
105,"SEDGWICK - Building 07  164 WEST 174TH STREET  BRONX, NY 10453",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 2:33 PM,29 Hours,BuildingsUnitsPopulation  1112214
106,"SEWARD PARK EXTENSION - Building 01  64 ESSEX STREET  NEW YORK, NY 10002",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 1:52 PM,2 Hours,BuildingsUnitsPopulation  1179404
107,"SUMNER - Building 09  991 MYRTLE AVENUE  BROOKLYN, NY 11206",Elevator NO SERVICE,Unplanned,02/25/2020 8:01 AM,2 Hours,BuildingsUnitsPopulation  142101
108,"TAFT - Building 01  1694 MADISON AVENUE  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 9:24 PM,19 Hours,BuildingsUnitsPopulation  1150282
109,"TAFT - Building 07  70 EAST 115TH STREET  NEW YORK, NY 10029",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 3:24 PM,21 Hours,BuildingsUnitsPopulation  1186333
110,"TODT HILL - Building 05  235 WESTWOOD AVE  STATEN ISLAND, NY 10314",Elevator NO SERVICE,Unplanned,02/24/2020 8:41 PM,10 Hours,BuildingsUnitsPopulation  13574
111,"TOMPKINS - Building 08  77 TOMPKINS AVENUE  BROOKLYN, NY 11206",Elevator PARTIAL SERVICE,Unplanned,02/25/2020 4:46 PM,3 Hours,BuildingsUnitsPopulation  1123346
112,"WAGNER - Building 12  20 PALADINO AVENUE  NEW YORK, NY 10035",Elevator PARTIAL SERVICE,Unplanned,02/24/2020 4:26 PM,24 Hours,BuildingsUnitsPopulation  1125291
113,"WHITMAN - Building 04  149 NORTH PORTLAND AVENUE  BROOKLYN, NY 11205",Elevator NO SERVICE,Unplanned,02/25/2020 1:18 PM,6 Hours,BuildingsUnitsPopulation  14285
114,"WHITMAN - Building 08  84 CARLTON AVENUE  BROOKLYN, NY 11205",Elevator NO SERVICE,Unplanned,02/24/2020 11:38 PM,4 Hours,BuildingsUnitsPopulation  14896
115,"WOODSIDE - Building 13  50-15 BROADWAY  QUEENS, NY 11377",Elevator NO SERVICE,Unplanned,02/25/2020 7:54 PM,3 Hours,BuildingsUnitsPopulation  12460
