,Address,Interruption,Planned,Reported On,Restoration Time,Impact
0,"ISAACS - Building 02  1830 1ST AVENUE  NEW YORK, NY 10128",Electric PARTIAL SERVICE,Planned,02/27/2020 8:00 AM,9 Hours,BuildingsUnitsPopulation  1215397
1,"JACKSON - Building 04  765 COURTLANDT AVENUE  BRONX, NY 10451",Electric NO SERVICE,Planned,02/27/2020 8:00 AM,5 Hours,BuildingsUnitsPopulation  1124298
