Address,Interruption,Planned,Reported On,Restoration Time,Impact
"CLINTON - Entire Development  1505 PARK AVENUE  NEW YORK, NY 10029",Heat  Hot Water,Unplanned  Unplanned,05/10/2020 7:00 AM,7 Hours,"BuildingsUnitsPopulation  87491,680"
"SACKWERN - Entire Development  1710 LAFAYETTE AVENUE  BRONX, NY 10473",Heat  Hot Water,Unplanned  Unplanned,05/10/2020 7:00 AM,7 Hours,BuildingsUnitsPopulation  8413834
